Side|OrderID|Company|Type|Timestamp|Price|Quantity
S|39966|ADORWELD|EQ|17:54:13|20.70|350
B|39967|ADORWELD|EQ|17:54:14|21.20|492
S|39968|ADORWELD|EQ|17:54:15|16.20|239
S|39969|ADORWELD|EQ|17:54:16|17.20|445
B|39970|ADORWELD|EQ|17:54:17|18.70|142
B|39971|ADORWELD|EQ|17:54:18|18.70|40
S|39972|ADORWELD|EQ|17:54:19|21.20|11
B|39973|ADORWELD|EQ|17:54:20|21.20|74
S|39974|ADORWELD|EQ|17:54:21|18.70|237
S|39975|ADORWELD|EQ|17:54:22|20.70|80
B|39976|ADORWELD|EQ|17:54:23|20.95|74
S|39977|ADORWELD|EQ|17:54:24|22.20|438
B|39978|ADORWELD|EQ|17:54:25|21.95|225
B|39979|ADORWELD|EQ|17:54:26|16.95|313
S|39980|ADORWELD|EQ|17:54:27|22.45|40
B|39981|ADORWELD|EQ|17:54:28|18.20|74
B|39982|ADORWELD|EQ|17:54:29|15.45|69
S|39983|ADORWELD|EQ|17:54:30|19.20|35
S|39984|ADORWELD|EQ|17:54:31|19.45|259
B|39985|ADORWELD|EQ|17:54:32|18.95|2
S|39986|ADORWELD|EQ|17:54:33|19.45|307
S|39987|ADORWELD|EQ|17:54:34|20.20|317
S|39988|ADORWELD|EQ|17:54:35|16.95|494
S|39989|ADORWELD|EQ|17:54:36|20.70|263
B|39990|ADORWELD|EQ|17:54:37|20.95|235
B|39991|ADORWELD|EQ|17:54:38|21.95|447
B|39992|ADORWELD|EQ|17:54:39|20.20|21
B|39993|ADORWELD|EQ|17:54:40|16.20|127
B|39994|ADORWELD|EQ|17:54:41|18.20|266
S|39995|ADORWELD|EQ|17:54:42|16.95|461
B|39996|ADORWELD|EQ|17:54:43|15.70|101
B|39997|ADORWELD|EQ|17:54:44|22.45|33
B|39998|ADORWELD|EQ|17:54:45|21.95|250
B|39999|ADORWELD|EQ|17:54:46|19.45|342
B|40000|ADORWELD|EQ|17:54:47|20.45|105
S|40001|ADORWELD|EQ|17:54:48|19.45|384
S|40002|ADORWELD|EQ|17:54:49|21.70|15
S|40003|ADORWELD|EQ|17:54:50|16.45|211
B|40004|ADORWELD|EQ|17:54:51|15.20|45
B|40005|ADORWELD|EQ|17:54:52|15.95|254
B|40006|ADORWELD|EQ|17:54:53|15.20|417
S|40007|ADORWELD|EQ|17:54:54|16.45|458
B|40008|ADORWELD|EQ|17:54:55|19.20|315
B|40009|ADORWELD|EQ|17:54:56|20.95|64
B|40010|ADORWELD|EQ|17:54:57|15.95|17
B|40011|ADORWELD|EQ|17:54:58|22.20|214
B|40012|ADORWELD|EQ|17:54:59|15.20|432
B|40013|ADORWELD|EQ|17:55:00|15.70|239
B|40014|ADORWELD|EQ|17:55:01|20.20|169
B|40015|ADORWELD|EQ|17:55:02|15.95|185
B|40016|ADORWELD|EQ|17:55:03|19.95|287
S|40017|ADORWELD|EQ|17:55:04|19.20|134
S|40018|ADORWELD|EQ|17:55:05|21.20|190
B|40019|ADORWELD|EQ|17:55:06|16.20|6
B|40020|ADORWELD|EQ|17:55:07|18.95|139
B|40021|ADORWELD|EQ|17:55:08|18.20|379
S|40022|ADORWELD|EQ|17:55:09|18.95|470
B|40023|ADORWELD|EQ|17:55:10|20.70|282
B|40024|ADORWELD|EQ|17:55:11|22.45|443
B|40025|ADORWELD|EQ|17:55:12|15.95|68
B|40026|ADORWELD|EQ|17:55:13|17.70|119
S|40027|ADORWELD|EQ|17:55:14|18.95|196
S|40028|ADORWELD|EQ|17:55:15|21.45|182
B|40029|ADORWELD|EQ|17:55:16|18.45|476
B|40030|ADORWELD|EQ|17:55:17|16.20|123
B|40031|ADORWELD|EQ|17:55:18|17.95|376
S|40032|ADORWELD|EQ|17:55:19|18.70|173
S|40033|ADORWELD|EQ|17:55:20|17.45|326
S|40034|ADORWELD|EQ|17:55:21|18.70|395
B|40035|ADORWELD|EQ|17:55:22|16.95|130
S|40036|ADORWELD|EQ|17:55:23|18.95|432
B|40037|ADORWELD|EQ|17:55:24|20.20|217
S|40038|ADORWELD|EQ|17:55:25|22.45|294
S|40039|ADORWELD|EQ|17:55:26|19.95|477
S|40040|ADORWELD|EQ|17:55:27|20.70|33
B|40041|ADORWELD|EQ|17:55:28|19.45|127
S|40042|ADORWELD|EQ|17:55:29|17.70|471
B|40043|ADORWELD|EQ|17:55:30|15.95|202
B|40044|ADORWELD|EQ|17:55:31|21.95|206
B|40045|ADORWELD|EQ|17:55:32|16.45|4
S|40046|ADORWELD|EQ|17:55:33|20.70|279
B|40047|ADORWELD|EQ|17:55:34|15.20|21
S|40048|ADORWELD|EQ|17:55:35|20.95|160
B|40049|ADORWELD|EQ|17:55:36|17.70|441
B|40050|ADORWELD|EQ|17:55:37|15.70|165
B|40051|ADORWELD|EQ|17:55:38|22.20|322
S|40052|ADORWELD|EQ|17:55:39|18.20|143
B|40053|ADORWELD|EQ|17:55:40|16.70|448
B|40054|ADORWELD|EQ|17:55:41|17.45|315
S|40055|ADORWELD|EQ|17:55:42|18.70|242
S|40056|ADORWELD|EQ|17:55:43|20.95|296
S|40057|ADORWELD|EQ|17:55:44|15.70|97
S|40058|ADORWELD|EQ|17:55:45|17.45|190
S|40059|ADORWELD|EQ|17:55:46|17.45|110
B|40060|ADORWELD|EQ|17:55:47|17.20|184
S|40061|ADORWELD|EQ|17:55:48|17.70|35
S|40062|ADORWELD|EQ|17:55:49|19.45|37
B|40063|ADORWELD|EQ|17:55:50|16.95|215
B|40064|ADORWELD|EQ|17:55:51|19.95|394
S|40065|ADORWELD|EQ|17:55:52|22.20|320
S|40066|ADORWELD|EQ|17:55:53|20.20|124
S|40067|ADORWELD|EQ|17:55:54|15.70|88
B|40068|ADORWELD|EQ|17:55:55|21.20|429
B|40069|ADORWELD|EQ|17:55:56|17.70|88
S|40070|ADORWELD|EQ|17:55:57|21.45|99
S|40071|ADORWELD|EQ|17:55:58|18.70|289
S|40072|ADORWELD|EQ|17:55:59|19.20|488
S|40073|ADORWELD|EQ|17:56:00|18.45|316
B|40074|ADORWELD|EQ|17:56:01|16.70|177
B|40075|ADORWELD|EQ|17:56:02|19.20|425
S|40076|ADORWELD|EQ|17:56:03|17.20|415
B|40077|ADORWELD|EQ|17:56:04|18.70|129
B|40078|ADORWELD|EQ|17:56:05|19.70|235
S|40079|ADORWELD|EQ|17:56:06|18.70|246
S|40080|ADORWELD|EQ|17:56:07|19.95|101
S|40081|ADORWELD|EQ|17:56:08|19.95|317
S|40082|ADORWELD|EQ|17:56:09|16.70|215
B|40083|ADORWELD|EQ|17:56:10|22.20|438
B|40084|ADORWELD|EQ|17:56:11|21.45|137
B|40085|ADORWELD|EQ|17:56:12|16.20|125
B|40086|ADORWELD|EQ|17:56:13|21.45|143
B|40087|ADORWELD|EQ|17:56:14|20.45|340
B|40088|ADORWELD|EQ|17:56:15|21.20|458
S|40089|ADORWELD|EQ|17:56:16|21.95|392
S|40090|ADORWELD|EQ|17:56:17|19.70|103
S|40091|ADORWELD|EQ|17:56:18|19.70|275
B|40092|ADORWELD|EQ|17:56:19|17.45|441
S|40093|ADORWELD|EQ|17:56:20|16.95|489
S|40094|ADORWELD|EQ|17:56:21|18.20|486
S|40095|ADORWELD|EQ|17:56:22|16.45|473
B|40096|ADORWELD|EQ|17:56:23|20.70|120
S|40097|ADORWELD|EQ|17:56:24|18.95|52
B|40098|ADORWELD|EQ|17:56:25|19.20|206
B|40099|ADORWELD|EQ|17:56:26|15.95|216
B|40100|ADORWELD|EQ|17:56:27|21.70|464
B|40101|ADORWELD|EQ|17:56:28|19.70|104
B|40102|ADORWELD|EQ|17:56:29|15.45|73
S|40103|ADORWELD|EQ|17:56:30|16.70|210
B|40104|ADORWELD|EQ|17:56:31|20.70|34
B|40105|ADORWELD|EQ|17:56:32|16.45|221
B|40106|ADORWELD|EQ|17:56:33|18.45|343
S|40107|ADORWELD|EQ|17:56:34|21.70|370
B|40108|ADORWELD|EQ|17:56:35|16.70|78
S|40109|ADORWELD|EQ|17:56:36|17.20|202
B|40110|ADORWELD|EQ|17:56:37|15.45|338
B|40111|ADORWELD|EQ|17:56:38|21.70|438
B|40112|ADORWELD|EQ|17:56:39|22.20|171
B|40113|ADORWELD|EQ|17:56:40|19.95|399
S|40114|ADORWELD|EQ|17:56:41|20.45|412
B|40115|ADORWELD|EQ|17:56:42|22.45|49
B|40116|ADORWELD|EQ|17:56:43|17.20|434
B|40117|ADORWELD|EQ|17:56:44|22.45|211
S|40118|ADORWELD|EQ|17:56:45|15.45|217
B|40119|ADORWELD|EQ|17:56:46|15.45|115
S|40120|ADORWELD|EQ|17:56:47|21.45|148
S|40121|ADORWELD|EQ|17:56:48|15.95|215
S|40122|ADORWELD|EQ|17:56:49|21.70|293
B|40123|ADORWELD|EQ|17:56:50|22.45|322
S|40124|ADORWELD|EQ|17:56:51|21.70|496
S|40125|ADORWELD|EQ|17:56:52|22.45|95
B|40126|ADORWELD|EQ|17:56:53|18.20|295
B|40127|ADORWELD|EQ|17:56:54|21.95|365
S|40128|ADORWELD|EQ|17:56:55|18.70|206
S|40129|ADORWELD|EQ|17:56:56|19.95|377
S|40130|ADORWELD|EQ|17:56:57|16.70|93
S|40131|ADORWELD|EQ|17:56:58|17.95|168
S|40132|ADORWELD|EQ|17:56:59|21.95|354
B|40133|ADORWELD|EQ|17:57:00|15.95|75
S|40134|ADORWELD|EQ|17:57:01|22.20|394
S|40135|ADORWELD|EQ|17:57:02|16.20|343
B|40136|ADORWELD|EQ|17:57:03|17.70|495
B|40137|ADORWELD|EQ|17:57:04|15.20|44
S|40138|ADORWELD|EQ|17:57:05|22.45|9
B|40139|ADORWELD|EQ|17:57:06|16.95|318
B|40140|ADORWELD|EQ|17:57:07|15.70|24
S|40141|ADORWELD|EQ|17:57:08|18.70|317
B|40142|ADORWELD|EQ|17:57:09|15.70|134
B|40143|ADORWELD|EQ|17:57:10|15.70|350
S|40144|ADORWELD|EQ|17:57:11|21.45|158
S|40145|ADORWELD|EQ|17:57:12|21.70|175
S|40146|ADORWELD|EQ|17:57:13|17.70|447
S|40147|ADORWELD|EQ|17:57:14|17.45|57
S|40148|ADORWELD|EQ|17:57:15|18.70|419
B|40149|ADORWELD|EQ|17:57:16|21.95|248
S|40150|ADORWELD|EQ|17:57:17|21.70|12
B|40151|ADORWELD|EQ|17:57:18|22.45|6
S|40152|ADORWELD|EQ|17:57:19|15.45|148
B|40153|ADORWELD|EQ|17:57:20|22.20|82
B|40154|ADORWELD|EQ|17:57:21|21.95|130
B|40155|ADORWELD|EQ|17:57:22|15.70|286
B|40156|ADORWELD|EQ|17:57:23|17.70|496
S|40157|ADORWELD|EQ|17:57:24|18.45|408
S|40158|ADORWELD|EQ|17:57:25|22.45|32
B|40159|ADORWELD|EQ|17:57:26|16.45|279
B|40160|ADORWELD|EQ|17:57:27|22.20|377
S|40161|ADORWELD|EQ|17:57:28|22.20|418
S|40162|ADORWELD|EQ|17:57:29|21.45|69
B|40163|ADORWELD|EQ|17:57:30|17.20|387
S|40164|ADORWELD|EQ|17:57:31|15.45|447
B|40165|ADORWELD|EQ|17:57:32|20.20|141
B|40166|ADORWELD|EQ|17:57:33|18.95|311
S|40167|ADORWELD|EQ|17:57:34|21.95|156
B|40168|ADORWELD|EQ|17:57:35|19.45|15
S|40169|ADORWELD|EQ|17:57:36|18.95|452
S|40170|ADORWELD|EQ|17:57:37|18.20|432
S|40171|ADORWELD|EQ|17:57:38|15.95|331
S|40172|ADORWELD|EQ|17:57:39|17.70|168
B|40173|ADORWELD|EQ|17:57:40|21.70|78
B|40174|ADORWELD|EQ|17:57:41|20.95|410
B|40175|ADORWELD|EQ|17:57:42|20.20|172
B|40176|ADORWELD|EQ|17:57:43|21.45|188
B|40177|ADORWELD|EQ|17:57:44|16.70|107
B|40178|ADORWELD|EQ|17:57:45|21.20|134
B|40179|ADORWELD|EQ|17:57:46|21.70|391
S|40180|ADORWELD|EQ|17:57:47|15.20|125
S|40181|ADORWELD|EQ|17:57:48|19.70|349
S|40182|ADORWELD|EQ|17:57:49|21.70|419
B|40183|ADORWELD|EQ|17:57:50|21.45|335
S|40184|ADORWELD|EQ|17:57:51|20.20|30
S|40185|ADORWELD|EQ|17:57:52|18.95|282
B|40186|ADORWELD|EQ|17:57:53|20.20|228
B|40187|ADORWELD|EQ|17:57:54|16.95|214
S|40188|ADORWELD|EQ|17:57:55|20.20|149
S|40189|ADORWELD|EQ|17:57:56|20.20|267
S|40190|ADORWELD|EQ|17:57:57|17.95|347
S|40191|ADORWELD|EQ|17:57:58|18.45|117
S|40192|ADORWELD|EQ|17:57:59|19.70|144
S|40193|ADORWELD|EQ|17:58:00|20.20|199
S|40194|ADORWELD|EQ|17:58:01|17.95|21
B|40195|ADORWELD|EQ|17:58:02|15.70|56
S|40196|ADORWELD|EQ|17:58:03|16.20|148
S|40197|ADORWELD|EQ|17:58:04|21.45|255
S|40198|ADORWELD|EQ|17:58:05|15.70|386
S|40199|ADORWELD|EQ|17:58:06|16.20|406
S|40200|ADORWELD|EQ|17:58:07|19.20|119
S|40201|ADORWELD|EQ|17:58:08|16.20|104
B|40202|ADORWELD|EQ|17:58:09|17.95|192
B|40203|ADORWELD|EQ|17:58:10|18.95|254
B|40204|ADORWELD|EQ|17:58:11|22.20|368
S|40205|ADORWELD|EQ|17:58:12|22.20|90
B|40206|ADORWELD|EQ|17:58:13|17.95|444
S|40207|ADORWELD|EQ|17:58:14|20.20|469
B|40208|ADORWELD|EQ|17:58:15|16.70|123
S|40209|ADORWELD|EQ|17:58:16|19.70|187
S|40210|ADORWELD|EQ|17:58:17|20.20|403
B|40211|ADORWELD|EQ|17:58:18|22.20|247
B|40212|ADORWELD|EQ|17:58:19|20.70|68
S|40213|ADORWELD|EQ|17:58:20|20.70|136
B|40214|ADORWELD|EQ|17:58:21|20.45|284
S|40215|ADORWELD|EQ|17:58:22|17.95|394
B|40216|ADORWELD|EQ|17:58:23|21.95|395
B|40217|ADORWELD|EQ|17:58:24|15.45|367
B|40218|ADORWELD|EQ|17:58:25|20.45|23
B|40219|ADORWELD|EQ|17:58:26|21.70|363
B|40220|ADORWELD|EQ|17:58:27|22.20|153
S|40221|ADORWELD|EQ|17:58:28|17.20|443
B|40222|ADORWELD|EQ|17:58:29|15.45|146
S|40223|ADORWELD|EQ|17:58:30|17.70|460
B|40224|ADORWELD|EQ|17:58:31|15.95|231
S|40225|ADORWELD|EQ|17:58:32|16.20|332
B|40226|ADORWELD|EQ|17:58:33|21.45|22
B|40227|ADORWELD|EQ|17:58:34|15.20|95
S|40228|ADORWELD|EQ|17:58:35|19.20|306
S|40229|ADORWELD|EQ|17:58:36|18.45|392
B|40230|ADORWELD|EQ|17:58:37|21.95|110
B|40231|ADORWELD|EQ|17:58:38|16.20|78
S|40232|ADORWELD|EQ|17:58:39|17.70|251
B|40233|ADORWELD|EQ|17:58:40|16.20|322
S|40234|ADORWELD|EQ|17:58:41|16.70|247
B|40235|ADORWELD|EQ|17:58:42|17.70|41
S|40236|ADORWELD|EQ|17:58:43|17.70|498
S|40237|ADORWELD|EQ|17:58:44|18.45|209
B|40238|ADORWELD|EQ|17:58:45|18.95|345
S|40239|ADORWELD|EQ|17:58:46|22.45|380
B|40240|ADORWELD|EQ|17:58:47|16.45|297
S|40241|ADORWELD|EQ|17:58:48|19.20|54
B|40242|ADORWELD|EQ|17:58:49|15.20|44
S|40243|ADORWELD|EQ|17:58:50|15.20|40
S|40244|ADORWELD|EQ|17:58:51|17.70|177
S|40245|ADORWELD|EQ|17:58:52|20.20|89
S|40246|ADORWELD|EQ|17:58:53|15.95|169
S|40247|ADORWELD|EQ|17:58:54|19.70|165
S|40248|ADORWELD|EQ|17:58:55|21.70|90
B|40249|ADORWELD|EQ|17:58:56|18.20|319
S|40250|ADORWELD|EQ|17:58:57|17.20|66
B|40251|ADORWELD|EQ|17:58:58|18.70|485
S|40252|ADORWELD|EQ|17:58:59|22.20|17
S|40253|ADORWELD|EQ|17:59:00|18.95|307
S|40254|ADORWELD|EQ|17:59:01|20.95|19
S|40255|ADORWELD|EQ|17:59:02|17.45|179
S|40256|ADORWELD|EQ|17:59:03|17.20|175
S|40257|ADORWELD|EQ|17:59:04|20.70|323
B|40258|ADORWELD|EQ|17:59:05|16.70|421
B|40259|ADORWELD|EQ|17:59:06|16.70|275
B|40260|ADORWELD|EQ|17:59:07|16.45|424
B|40261|ADORWELD|EQ|17:59:08|18.95|328
B|40262|ADORWELD|EQ|17:59:09|21.70|268
B|40263|ADORWELD|EQ|17:59:10|21.45|144
S|40264|ADORWELD|EQ|17:59:11|15.45|479
S|40265|ADORWELD|EQ|17:59:12|21.95|169
S|40266|ADORWELD|EQ|17:59:13|17.45|457
S|40267|ADORWELD|EQ|17:59:14|15.45|341
B|40268|ADORWELD|EQ|17:59:15|19.70|29
B|40269|ADORWELD|EQ|17:59:16|16.45|365
S|40270|ADORWELD|EQ|17:59:17|15.45|432
B|40271|ADORWELD|EQ|17:59:18|19.20|380
B|40272|ADORWELD|EQ|17:59:19|18.95|56
S|40273|ADORWELD|EQ|17:59:20|20.20|413
S|40274|ADORWELD|EQ|17:59:21|20.95|286
S|40275|ADORWELD|EQ|17:59:22|16.45|203
S|40276|ADORWELD|EQ|17:59:23|19.20|252
S|40277|ADORWELD|EQ|17:59:24|18.20|306
S|40278|ADORWELD|EQ|17:59:25|20.45|176
S|40279|ADORWELD|EQ|17:59:26|20.70|451
S|40280|ADORWELD|EQ|17:59:27|21.95|154
B|40281|ADORWELD|EQ|17:59:28|17.20|350
S|40282|ADORWELD|EQ|17:59:29|18.95|375
B|40283|ADORWELD|EQ|17:59:30|15.70|97
S|40284|ADORWELD|EQ|17:59:31|20.70|471
B|40285|ADORWELD|EQ|17:59:32|20.95|366
S|40286|ADORWELD|EQ|17:59:33|20.45|462
B|40287|ADORWELD|EQ|17:59:34|19.70|285
S|40288|ADORWELD|EQ|17:59:35|21.70|8
B|40289|ADORWELD|EQ|17:59:36|15.45|200
S|40290|ADORWELD|EQ|17:59:37|18.45|339
S|40291|ADORWELD|EQ|17:59:38|19.45|349
S|40292|ADORWELD|EQ|17:59:39|18.20|205
B|40293|ADORWELD|EQ|17:59:40|15.95|229
B|40294|ADORWELD|EQ|17:59:41|16.70|214
S|40295|ADORWELD|EQ|17:59:42|16.70|137
S|40296|ADORWELD|EQ|17:59:43|17.45|370
S|40297|ADORWELD|EQ|17:59:44|19.20|18
B|40298|ADORWELD|EQ|17:59:45|21.95|125
S|40299|ADORWELD|EQ|17:59:46|21.20|218
S|40300|ADORWELD|EQ|17:59:47|15.95|161
B|40301|ADORWELD|EQ|17:59:48|19.45|91
B|40302|ADORWELD|EQ|17:59:49|15.45|33
B|40303|ADORWELD|EQ|17:59:50|20.70|248
S|40304|ADORWELD|EQ|17:59:51|15.45|296
S|40305|ADORWELD|EQ|17:59:52|15.20|463
S|40306|ADORWELD|EQ|17:59:53|21.20|154
B|40307|ADORWELD|EQ|17:59:54|20.70|270
B|40308|ADORWELD|EQ|17:59:55|16.70|320
S|40309|ADORWELD|EQ|17:59:56|21.95|274
B|40310|ADORWELD|EQ|17:59:57|17.45|139
B|40311|ADORWELD|EQ|17:59:58|15.70|68
B|40312|ADORWELD|EQ|17:59:59|18.45|60
B|40313|ADORWELD|EQ|18:00:00|20.20|44
S|40314|ADORWELD|EQ|18:00:01|21.45|117
S|40315|ADORWELD|EQ|18:00:02|16.70|397
S|40316|ADORWELD|EQ|18:00:03|18.70|453
B|40317|ADORWELD|EQ|18:00:04|18.20|396
S|40318|ADORWELD|EQ|18:00:05|17.70|64
B|40319|ADORWELD|EQ|18:00:06|17.95|114
B|40320|ADORWELD|EQ|18:00:07|15.70|243
B|40321|ADORWELD|EQ|18:00:08|15.95|347
S|40322|ADORWELD|EQ|18:00:09|19.20|422
B|40323|ADORWELD|EQ|18:00:10|20.95|172
B|40324|ADORWELD|EQ|18:00:11|22.20|30
B|40325|ADORWELD|EQ|18:00:12|22.45|208
B|40326|ADORWELD|EQ|18:00:13|20.95|342
S|40327|ADORWELD|EQ|18:00:14|20.45|7
S|40328|ADORWELD|EQ|18:00:15|15.45|367
B|40329|ADORWELD|EQ|18:00:16|19.95|398
B|40330|ADORWELD|EQ|18:00:17|17.95|170
S|40331|ADORWELD|EQ|18:00:18|18.70|195
B|40332|ADORWELD|EQ|18:00:19|15.95|211
B|40333|ADORWELD|EQ|18:00:20|20.95|455
S|40334|ADORWELD|EQ|18:00:21|22.20|25
B|40335|ADORWELD|EQ|18:00:22|19.95|14
S|40336|ADORWELD|EQ|18:00:23|19.70|88
S|40337|ADORWELD|EQ|18:00:24|22.20|399
S|40338|ADORWELD|EQ|18:00:25|19.20|70
S|40339|ADORWELD|EQ|18:00:26|16.70|272
B|40340|ADORWELD|EQ|18:00:27|17.45|73
S|40341|ADORWELD|EQ|18:00:28|19.95|19
S|40342|ADORWELD|EQ|18:00:29|18.95|475
S|40343|ADORWELD|EQ|18:00:30|15.70|498
B|40344|ADORWELD|EQ|18:00:31|20.95|189
S|40345|ADORWELD|EQ|18:00:32|16.45|310
B|40346|ADORWELD|EQ|18:00:33|18.70|259
S|40347|ADORWELD|EQ|18:00:34|21.95|339
B|40348|ADORWELD|EQ|18:00:35|21.45|445
S|40349|ADORWELD|EQ|18:00:36|20.20|494
S|40350|ADORWELD|EQ|18:00:37|16.70|393
B|40351|ADORWELD|EQ|18:00:38|15.45|294
B|40352|ADORWELD|EQ|18:00:39|20.95|339
S|40353|ADORWELD|EQ|18:00:40|16.70|154
S|40354|ADORWELD|EQ|18:00:41|19.20|409
S|40355|ADORWELD|EQ|18:00:42|17.45|135
S|40356|ADORWELD|EQ|18:00:43|16.70|241
S|40357|ADORWELD|EQ|18:00:44|20.45|218
S|40358|ADORWELD|EQ|18:00:45|19.45|424
B|40359|ADORWELD|EQ|18:00:46|15.95|76
S|40360|ADORWELD|EQ|18:00:47|17.95|424
B|40361|ADORWELD|EQ|18:00:48|15.70|285
S|40362|ADORWELD|EQ|18:00:49|15.95|411
B|40363|ADORWELD|EQ|18:00:50|19.70|159
B|40364|ADORWELD|EQ|18:00:51|15.70|335
B|40365|ADORWELD|EQ|18:00:52|16.95|465
S|40366|ADORWELD|EQ|18:00:53|20.45|413
B|40367|ADORWELD|EQ|18:00:54|21.45|266
S|40368|ADORWELD|EQ|18:00:55|19.45|424
B|40369|ADORWELD|EQ|18:00:56|16.45|159
S|40370|ADORWELD|EQ|18:00:57|19.95|390
B|40371|ADORWELD|EQ|18:00:58|18.95|394
B|40372|ADORWELD|EQ|18:00:59|16.20|189
B|40373|ADORWELD|EQ|18:01:00|21.20|397
B|40374|ADORWELD|EQ|18:01:01|17.45|72
B|40375|ADORWELD|EQ|18:01:02|20.45|49
B|40376|ADORWELD|EQ|18:01:03|17.70|490
B|40377|ADORWELD|EQ|18:01:04|15.20|5
S|40378|ADORWELD|EQ|18:01:05|17.70|284
S|40379|ADORWELD|EQ|18:01:06|18.20|271
B|40380|ADORWELD|EQ|18:01:07|18.20|460
B|40381|ADORWELD|EQ|18:01:08|16.70|95
B|40382|ADORWELD|EQ|18:01:09|16.45|322
S|40383|ADORWELD|EQ|18:01:10|19.20|478
B|40384|ADORWELD|EQ|18:01:11|18.95|218
B|40385|ADORWELD|EQ|18:01:12|19.95|301
S|40386|ADORWELD|EQ|18:01:13|22.20|361
S|40387|ADORWELD|EQ|18:01:14|20.20|344
B|40388|ADORWELD|EQ|18:01:15|22.45|114
B|40389|ADORWELD|EQ|18:01:16|22.45|298
B|40390|ADORWELD|EQ|18:01:17|22.45|472
B|40391|ADORWELD|EQ|18:01:18|17.70|59
S|40392|ADORWELD|EQ|18:01:19|16.45|46
S|40393|ADORWELD|EQ|18:01:20|17.45|493
B|40394|ADORWELD|EQ|18:01:21|20.95|260
B|40395|ADORWELD|EQ|18:01:22|22.20|331
B|40396|ADORWELD|EQ|18:01:23|15.45|170
S|40397|ADORWELD|EQ|18:01:24|18.95|392
B|40398|ADORWELD|EQ|18:01:25|18.45|411
B|40399|ADORWELD|EQ|18:01:26|21.70|2
S|40400|ADORWELD|EQ|18:01:27|20.45|323
S|40401|ADORWELD|EQ|18:01:28|21.70|263
S|40402|ADORWELD|EQ|18:01:29|19.70|69
S|40403|ADORWELD|EQ|18:01:30|15.20|280
B|40404|ADORWELD|EQ|18:01:31|18.20|145
S|40405|ADORWELD|EQ|18:01:32|17.95|383
B|40406|ADORWELD|EQ|18:01:33|17.70|394
S|40407|ADORWELD|EQ|18:01:34|18.20|19
S|40408|ADORWELD|EQ|18:01:35|19.20|114
B|40409|ADORWELD|EQ|18:01:36|21.70|110
B|40410|ADORWELD|EQ|18:01:37|15.45|481
B|40411|ADORWELD|EQ|18:01:38|19.95|40
B|40412|ADORWELD|EQ|18:01:39|16.70|28
S|40413|ADORWELD|EQ|18:01:40|19.70|470
S|40414|ADORWELD|EQ|18:01:41|16.20|493
S|40415|ADORWELD|EQ|18:01:42|15.45|16
B|40416|ADORWELD|EQ|18:01:43|22.45|489
B|40417|ADORWELD|EQ|18:01:44|19.70|123
S|40418|ADORWELD|EQ|18:01:45|17.70|409
B|40419|ADORWELD|EQ|18:01:46|18.20|165
S|40420|ADORWELD|EQ|18:01:47|18.95|188
B|40421|ADORWELD|EQ|18:01:48|15.70|98
S|40422|ADORWELD|EQ|18:01:49|20.70|156
B|40423|ADORWELD|EQ|18:01:50|17.95|56
B|40424|ADORWELD|EQ|18:01:51|15.70|290
B|40425|ADORWELD|EQ|18:01:52|19.20|173
B|40426|ADORWELD|EQ|18:01:53|20.95|333
B|40427|ADORWELD|EQ|18:01:54|20.70|493
B|40428|ADORWELD|EQ|18:01:55|20.70|194
S|40429|ADORWELD|EQ|18:01:56|16.20|196
B|40430|ADORWELD|EQ|18:01:57|19.70|354
S|40431|ADORWELD|EQ|18:01:58|21.20|488
B|40432|ADORWELD|EQ|18:01:59|19.95|362
S|40433|ADORWELD|EQ|18:02:00|20.45|44
B|40434|ADORWELD|EQ|18:02:01|20.70|368
S|40435|ADORWELD|EQ|18:02:02|20.20|274
S|40436|ADORWELD|EQ|18:02:03|15.95|497
S|40437|ADORWELD|EQ|18:02:04|21.70|430
B|40438|ADORWELD|EQ|18:02:05|19.95|294
B|40439|ADORWELD|EQ|18:02:06|18.20|350
S|40440|ADORWELD|EQ|18:02:07|15.70|208
B|40441|ADORWELD|EQ|18:02:08|18.20|404
B|40442|ADORWELD|EQ|18:02:09|17.20|273
S|40443|ADORWELD|EQ|18:02:10|18.20|194
B|40444|ADORWELD|EQ|18:02:11|17.70|489
S|40445|ADORWELD|EQ|18:02:12|17.20|149
B|40446|ADORWELD|EQ|18:02:13|20.20|42
S|40447|ADORWELD|EQ|18:02:14|19.20|8
B|40448|ADORWELD|EQ|18:02:15|18.70|169
S|40449|ADORWELD|EQ|18:02:16|19.70|433
S|40450|ADORWELD|EQ|18:02:17|19.45|318
B|40451|ADORWELD|EQ|18:02:18|17.95|10
S|40452|ADORWELD|EQ|18:02:19|21.20|310
B|40453|ADORWELD|EQ|18:02:20|19.95|22
B|40454|ADORWELD|EQ|18:02:21|16.95|53
B|40455|ADORWELD|EQ|18:02:22|16.20|43
S|40456|ADORWELD|EQ|18:02:23|18.45|313
B|40457|ADORWELD|EQ|18:02:24|17.70|251
B|40458|ADORWELD|EQ|18:02:25|19.70|497
S|40459|ADORWELD|EQ|18:02:26|22.45|245
B|40460|ADORWELD|EQ|18:02:27|17.45|394
S|40461|ADORWELD|EQ|18:02:28|20.45|297
B|40462|ADORWELD|EQ|18:02:29|18.95|442
B|40463|ADORWELD|EQ|18:02:30|20.95|41
B|40464|ADORWELD|EQ|18:02:31|18.70|491
